ISBN,Control Number,Title
9780778710738,  2005001569,The wrong kind of bark / written by Julia Donaldson ; illustrated by Garry Parsons.
9780778710769,  2005035773,The Mummy family find fame / [written by] Tony Bradman ; [illustrated by] Martin Chatterton.
9780778710875,  2005001570,Dragon Boy / Pippa Goodhart ; Martin Ursell.
9780778710899,  2005001569,The wrong kind of bark / written by Julia Donaldson ; illustrated by Garry Parsons.
9780778710929,  2005035773,The Mummy family find fame / [written by] Tony Bradman ; [illustrated by] Martin Chatterton.
9780778725787,  2016026032,Maker projects for kids who love photography / Kelly Spence.
9780778725848,  2016026032,Maker projects for kids who love photography / Kelly Spence.
9780778725978,  2016034696,Why does democracy matter? / Jessica Pegis.
9780778725985,  2016034694,Why do we need rules and laws? / Jessica Pegis.
9780778726029,  2016034694,Why do we need rules and laws? / Jessica Pegis.
9780778726036,  2016034696,Why does democracy matter? / Jessica Pegis.
9780778732372,  2017006131,Mental maps and mapping the mind / Enzo George.
9780778732433,  2017006131,Mental maps and mapping the mind / Enzo George.
9780778782636,  2010024912,I eat a rainbow = Me como un arco iris / Bobbie Kalman.
9780778782650,  2010024903,I have feelings = Tengo sentimientos / Bobbie Kalman.
9780778782674,  2010024918,I am growing and changing = Crezco y cambio / Bobbie Kalman.
9780778782704,  2010024912,I eat a rainbow = Me como un arco iris / Bobbie Kalman.
9780778782728,  2010024903,I have feelings = Tengo sentimientos / Bobbie Kalman.
9780778782742,  2010024918,I am growing and changing = Crezco y cambio / Bobbie Kalman.
9780778783244,  2007001764,Habitats terrestres / Bobbie Kalman y John Crossingham.
9780778783282,  2007002052,Un habitat de pantano / Molly Aloian y Bobbie Kalman.
9780778783305,  2007002054,El habitat del Artico / Molly Aloian y Bobbie Kalman.
9780778783350,  2007002068,Habitats de jardin / Kelley MacAulay y Bobbie Kalman.
9780778783480,  2007001764,Habitats terrestres / Bobbie Kalman y John Crossingham.
9780778783527,  2007002052,Un habitat de pantano / Molly Aloian y Bobbie Kalman.
9780778783541,  2007002054,El habitat del Artico / Molly Aloian y Bobbie Kalman.
9780778783596,  2007002068,Habitats de jardin / Kelley MacAulay y Bobbie Kalman.
9780778785637,  2010024776,Ayudantes de mi comunidad / Bobbie Kalman.
9780778785897,  2010024776,Ayudantes de mi comunidad / Bobbie Kalman.
9780778786771,  2008019151,Las plantas son seres vivo [sic] / Bobbie Kalman.
9780778786924,  2008019151,Las plantas son seres vivo [sic] / Bobbie Kalman.
9780780250574,sbr96149595,The gingerbread man [kit] : a play / by Christine Young ; from the traditional tale.
9780780250680,sbr96149694,The shoemaker and the elves [kit] : a play / by Christine Young ; from the traditional tale ; [illustrations by George Fryer].
9780780254732,sbr96149595,The gingerbread man [kit] : a play / by Christine Young ; from the traditional tale.
9780780254848,sbr96149694,The shoemaker and the elves [kit] : a play / by Christine Young ; from the traditional tale ; [illustrations by George Fryer].
9780780274532,012419151123,Two Little Dogs / June Melser.
9780780280212,   97227911,These old rags / story by Evangeline Nicholas ; illustrations by Diana Magnuson.
9780780280243,   97227919,Saturday sandwiches / story by Evangeline Nicholas ; illustrations by Heidi Chang.
9780780280342,   97227906,Rocking and rolling along / story by Evangeline Nicholas ; illustrations by Tom Barrett.
9780780704503,   78012885,Ben's trumpet / by Rachel Isadora.
9780780710481,in500004851,Africa dream / by Eloise Greenfield ; illustrated by Carole Byard.
9780780711495,   87008528,Planting a rainbow / written and illustrated by Lois Ehlert.
9780780712126,in900013111,Song and dance man / by Karen Ackerman ; illustrated by Stephen Gammell.
9780780713468,020619140542,Arnie and the New Kid / Nancy Carlson.
9780780724433,in900150294,Anthony Burns : the defeat and triumph of a fugitive slave / by Virginia Hamilton.
9780780727168,021119114726,Hazel's Amazing Mother / Rosemary Wells.
9780780727823,in500008016,Paddle-to-the-Sea / written and illustrated by Holling Clancy Holling.
9780780738393,in900154220,Sojourner Truth : ain't I a woman? / Patricia C. McKissack and Fredrick McKissack.
9780780739284,in900067192,Cornelius : a fable / by Leo Lionni.
9780780739673,   88037067,Bill Peet : an autobiography.
9780780741973,in900039176,Un grillo en Times Square / George Selden ; ilustraciones de Garth Williams ; traduccion de Robin Longshaw.
9780780743335,ocm51515681,Inch by inch / by Leo Lionni.
9780780748286,   85024822,A weekend with Wendell / by Kevin Henkes.
9780780751668,   95001754,La casa adormecida / Audrey Wood ; ilustrado por Don Wood ; traducido por Alma Flor Ada y F. Isabel Campoy.
9780780751804,   88015694,Mouse paint / Ellen Stoll Walsh.
9780780753716,   88034904,"Julius, the baby of the world / by Kevin Henkes."
9780780759787,in900067077,It's mine! / by Leo Lionni.
9780780760677,   86025761,"Sheila Rae, the brave / by Kevin Henkes."
9780780763746,   95022798,Plumas para almorzar / escrito por Lois Ehlert ; traducido por Alma Flor Ada y F. Isabel Campoy.
9780780763777,021219162031,A sembrar sopa de verduras / Lois Ehlert.
9780780764156,   86004482,Rumpelstiltskin / retold & illustrated by Paul O. Zelinsky ; from the German of the Brothers Grimm.
9780780767331,012419151737,The frog prince / Edith H. Tarcov.
9780780768161,in900095689,The dark-thirty : Southern tales of the supernatural / Patricia C. McKissack ; illustrated by Brian Pinkney.
9780780768413,in900138563,Mirandy and Brother Wind / by Patricia C. McKissack ; illustrated by Jerry Pinkney.
9780780768543,020519145626,Subway Sparrow / Leyla Torres.
9780780768567,   90040410,Tar Beach / Faith Ringgold.
9780780768642,in900095546,Working cotton / written by Sherley Anne Williams ; illustrated by Carole Byard.
9780780769021,021219155237,Que monton de Tamales! / Gary Soto.
9780780771901,021519125406,Me llamo Maria Isabel / Alma Flor Ada.
9780780773011,in900032557,Meet Danitra Brown / Nikki Grimes ; illustrated by Floyd Cooper.
9780780773202,in900053956,Abuela / por Arthur Dorros ; ilustrado por Elisa Kleven ; traducido por Sandra Marulanda Dorros.
9780780773363,   96040057,The Cow in the house / retold by Harriet Ziefert ; illustrated by Emily Bolam.
9780780774766,in900097737,Max's dragon shirt / Rosemary Wells.
9780780775145,in900333161,All by myself / by Mercer Mayer.
9780780775442,in900800391,I just forgot / by Mercer Mayer.
9780780775459,ocn221272546,I was so mad / by Mercer Mayer.
9780780775534,in900179707,Just for you / by Mercer Mayer.
9780780775541,in900178006,Just grandpa and me / by Mercer Mayer.
9780780775572,ocn168641862,Just me and my dad / by Mercer Mayer.
9780780775596,in900334307,Just me and my mom / by Mercer Mayer.
9780780775978,in900478791,When I get bigger / by Mercer Mayer.
9780780776470,   97017320,Junie B. Jones is a party animal / by Barbara Park ; illustrated by Denise Brunkus.
9780780776494,in900342795,Just a mess / by Mercer Mayer.
9780780776500,ocn124507669,Just me and my puppy / by Mercer Mayer.
9780780780781,   95035323,Going home / by Eve Bunting ; illustrated by David Diaz.
9780780783140,   97049197,Junie B. Jones is a beauty shop guy / by Barbara Park ; illustrated by Denise Brunkus.
9780780784352,   90039358,Tuesday / David Wiesner.
9780780784512,   97074756,Arthur's mystery envelope / Marc Tolon Brown.
9780780784536,   97076786,Arthur and the Crunch Cereal contest / [text by Stephen Krensky].
9780780784543,in900454523,"Arthur and the Scare-Your-Pants-Off Club / [text by Stephen Krensky, based on the teleplay by Terence Taylor]."
9780780784581,   98066440,Arthur rocks with Binky / text by Stephen Krensky.
9780780784659,ocm34329296,The Bellmaker : a novel of Redwall / Brian Jacques.
9780780787346,   98066009,Who's in love with Arthur? / text by Stephen Krensky ; based on the teleplay by Peter K. Hirsch.
9780780792890,in900155490,The faithful friend / Robert D. San Souci ; illustrated by Brian Pinkney.
9780780792913,   95026581,The grouchy ladybug / Eric Carle.
9780780795471,   98052061,Arthur and the cootie-catcher / text by Stephen Krensky ; based on a teleplay by Joe Fallon.
9780780795761,   98067576,"King Arthur / text by Stephen Krensky, based on a teleplay by Peter Hirsch."
9780780795976,in900151153,The paint brush kid / by Clyde Robert Bulla ; illustrated by Ellen Beier.
9780780796355,   99035270,Arthur and the poetry contest / text by Stephen Krensky.
9780785701255,022619090731,Magic Tree House #1 Dinosaurs Before Dark / Mary Pope Osborne.
9780785701798,   89015352,Fish eyes : a book you can count on / Lois Ehlert.
9780785702283,022619092431,Horrible Harry's Secret / Suzy Kline.
9780785709640,022619092139,Horrible and the Christmas Surprise / Suzy Kline.
9780785713913,   92041394,The relatives came / story by Cynthia Rylant ; illustrated by Stephen Gammell.
9780785725152,in900154220,Sojourner Truth : ain't I a woman? / Patricia C. McKissack and Fredrick McKissack.
9780785732167,in900067192,Cornelius : a fable / by Leo Lionni.
9780785740131,022619085949,Pirates Past Noon / Mary Pope Osborne.
9780785746645,in900342795,Just a mess / by Mercer Mayer.
9780785751038,in900000393,Are you my mother? / written and illustrated by P.D. Eastman.
9780785756453,021219084704,Froggy Gets Dressed / Jonathan London.
9780785757580,ocm51515681,Inch by inch / by Leo Lionni.
9780785766520,ocm32624099,Matthew's dream / Leo Lionni.
9780785767794,   94036110,Sali de paseo / escrito por Sue Williams ; ilustrado por Julie Vivas ; traducido por Alma Flor Ada.
9780785770312,ocm45342144,On my beach there are many pebbles / by Leo Lionni.
9780785780113,   91046043,Brown honey in broomwheat tea : poems / by Joyce Carol Thomas ; illustrated by Floyd Cooper.
9780785784623,ocn124507667,Just me and my little brother / by Mercer Mayer.
9780785787921,   47004895,McElligot's pool / written and illustrated by Dr. Seuss.
9780785790587,in900067077,It's mine! / by Leo Lionni.
9780785791348,in900153147,Sukey and the mermaid / Robert D. San Souci ; illustrated by Brian Pinkney.
9780785799672,   74005520,Wacky Wednesday / by Dr. Seuss writing as Theo. LeSieg ; illustrated by George Booth.
9780786804368,   98030347,In the time of the drums / Kim L. Siegelson ; illustrated by Brian Pinkney.
9780786807147,   00040957,"Martin's big words : the life of Dr. Martin Luther King, Jr. / Doreen Rappaport ; illustrated by Bryan Collier."
9780786808908,  2011053516,Helen's big world : the life of Helen Keller / written by Doreen Rappaport ; illustrated by Matt Tavares.
9780786809141,  2004113496,"The hello, goodbye window / story by Norton Juster ; pictures by Chris Raschka."
9780786818709,  2004304412,Knuffle Bunny : a cautionary tale / by Mo Willems.
9780786819881,  2004296657,Don't let the pigeon drive the bus! / words and pictures by Mo Willems.
9780786823864,   98030347,In the time of the drums / Kim L. Siegelson ; illustrated by Brian Pinkney.
9780786825912,   00040957,"Martin's big words : the life of Dr. Martin Luther King, Jr. / Doreen Rappaport ; illustrated by Bryan Collier."
9780786836505,bt2005024653,"The Pigeon has feelings, too! / a smidgeon of pigeon by Mo Willems."
9780786836512,bt2005024643,The Pigeon loves things that go! / a smidgeon of pigeon by Mo Willems.
9780786837465,  2005052821,Don't let the pigeon stay up late! / words and pictures by Mo Willems.
9780786838653,bl2006007049,The lightning thief / Rick Riordan.
9780786838820,  2005050458,Clementine / Sara Pennypacker ; pictures by Marla Frazee.
9780786844814,022619094302,Disney's Kim Possible Bueno Nacho / Kiki Thorpe.
9780786852949,bt2005018442,Your pal Mo Willems presents Leonard the terrible monster / [text and illustrations by] Mo Willems.
9780789203106,bt 98003333,Bring on the blue / by Candace Whitman.
9780789205124,   98035942,Cinderella : a fairy tale / by Charles Perrault ; illustrated by Edith Baudrand.
9780789429582,   97044988,Truck trouble / written by Angela Royston.
9780792269991,  2003020843,George vs. George : the American Revolution as seen from both sides / by Rosalyn Schanzer.
9780792273493,  2003020843,George vs. George : the American Revolution as seen from both sides / by Rosalyn Schanzer.
9780792275602,  2001007356,Voices of ancient Egypt / by Kay Winters ; illustrated by Barry Moser.
9780802728456,  2012004457,Dogs on duty : soldiers' best friends on the battlefield and beyond / Dorothy Hinshaw Patent.
9780802728463,  2012004457,Dogs on duty : soldiers' best friends on the battlefield and beyond / Dorothy Hinshaw Patent.
9780802736505,  2012004457,Dogs on duty : soldiers' best friends on the battlefield and beyond / Dorothy Hinshaw Patent.
9780802787040,bt 99012335,Brave bear / Kathy Mallat.
9780802787057,bt 99012335,Brave bear / Kathy Mallat.
9780802852823,  2004009870,Klimt and his cat / written by Berenice Capatti ; illustrated by Octavia Monaco ; [English translation adapted by Shannon A. White].
9780802853028,  2007049347,A river of words : the story of William Carlos Williams / written by Jen Bryant ; illustrated by Melissa Sweet.
9780802854322,  2014048072,"Fur, fins, and feathers : Abraham Dee Bartlett and the invention of the modern zoo / written and illustrated by Cassandre Maxwell."
9780803703445,   86016722,Red Riding Hood / retold and illustrated by James Marshall.
9780803703575,   76006610,Ashanti to Zulu : African traditions / Margaret Musgrove ; pictures by Leo and Diane Dillon.
9780803705425,   87032983,Goldilocks and the three bears / retold and illustrated by James Marshall.
9780803705432,   87032983,Goldilocks and the three bears / retold and illustrated by James Marshall.
9780803706194,   88033469,The talking eggs : a folktale from the American South / retold by Robert D. San Souci ; pictures by Jerry Pinkney.
9780803706200,   88033469,The talking eggs : a folktale from the American South / retold by Robert D. San Souci ; pictures by Jerry Pinkney.
9780803706712,   89001056,The adventures of taxi dog / by Debra and Sal Barracca ; pictures by Mark Buehner.
9780803706729,   89001056,The adventures of taxi dog / by Debra and Sal Barracca ; pictures by Mark Buehner.
9780803716063,   93034583,John Henry / by Julius Lester ; pictures by Jerry Pinkney.
9780803716070,   93034583,John Henry / by Julius Lester ; pictures by Jerry Pinkney.
9780803725690,   00031701,Bronx masquerade / by Nikki Grimes.
